id;repair_date_start;repair_date_end;FK_registration;FK_id_mechanic;pricing;used_car_transporter;is_complaint;repair_no
66;14-12-2021;14-12-2021;GDB6E8H;0;250;False;False;64
67;15-12-2021;15-12-2021;GDJ0VE8;0;350;False;False;65
68;14-12-2021;15-12-2021;GDMS89Y;1;250;False;False;66
69;14-12-2021;15-12-2021;GD1583Z;0;0;False;False;67
70;09-12-2021;15-12-2021;GD2DMIL;4;350;False;False;68
71;15-12-2021;15-12-2021;GDGNPRW;2;0;False;False;69
72;12-12-2021;15-12-2021;GD4LUVE;1;150;False;False;70
73;12-12-2021;16-12-2021;GD9XDJ5;1;400;False;False;71
74;14-12-2021;16-12-2021;GDDQFHP;3;300;False;False;72
75;14-12-2021;16-12-2021;GD0V781;7;0;False;True;60
76;13-12-2021;16-12-2021;GD8TYQ0;0;300;False;False;73
77;13-12-2021;16-12-2021;GDQPTNO;4;400;False;False;74
78;15-12-2021;16-12-2021;GDOVDR6;3;0;False;False;75
79;13-12-2021;17-12-2021;GDWV9HE;4;150;False;False;76
80;12-12-2021;17-12-2021;GDIVGZ6;6;100;False;False;77
81;17-12-2021;17-12-2021;GDWV9HE;6;400;False;False;78
82;12-12-2021;17-12-2021;GD57VK4;1;0;False;False;79
83;14-12-2021;18-12-2021;GD674QE;4;100;False;False;80
84;12-12-2021;18-12-2021;GDUC07C;0;0;False;False;81
85;18-12-2021;18-12-2021;GDN3MV4;2;0;False;False;82
86;13-12-2021;18-12-2021;GD6DW02;3;0;True;False;83
87;13-12-2021;19-12-2021;GDB6E8H;0;400;True;False;84
88;14-12-2021;19-12-2021;GDIF90S;6;0;False;False;85
89;12-12-2021;19-12-2021;GDS3Y9P;5;450;False;False;86
90;16-12-2021;19-12-2021;GDKEYVP;4;100;False;False;87
91;12-12-2021;19-12-2021;GDWV9HE;7;200;False;False;88
92;13-12-2021;19-12-2021;GDSZ988;0;200;False;False;89
93;13-12-2021;20-12-2021;GDIAC5X;4;300;False;False;90
94;17-12-2021;20-12-2021;GDZBURA;4;0;False;False;91
95;14-12-2021;20-12-2021;GDW2NGW;5;600;False;False;92
96;20-12-2021;20-12-2021;GD4X78I;2;0;False;False;93
97;20-12-2021;21-12-2021;GDGZZFS;1;150;False;False;94
98;17-12-2021;21-12-2021;GDOBCBV;4;0;True;False;95
99;18-12-2021;21-12-2021;GDZD4YJ;3;0;False;False;96
100;18-12-2021;21-12-2021;GDLEAAN;7;100;False;False;97
101;15-12-2021;22-12-2021;GD4AZ3Q;0;550;False;False;98
102;21-12-2021;22-12-2021;GDX5903;0;100;False;False;99
103;15-12-2021;22-12-2021;GD4X78I;5;450;False;False;100
104;19-12-2021;22-12-2021;GD674QE;3;100;False;False;101
105;17-12-2021;23-12-2021;GDLLB28;5;100;False;False;102
106;16-12-2021;23-12-2021;GDQ0Y8B;4;150;False;False;103
107;23-12-2021;23-12-2021;GDMJ3L4;3;200;False;False;104
108;20-12-2021;23-12-2021;GDOBSV5;7;0;False;False;105
109;23-12-2021;23-12-2021;GDX5903;5;0;False;True;99
110;23-12-2021;24-12-2021;GDQGF24;7;150;True;False;106
111;18-12-2021;24-12-2021;GDRBL87;5;150;False;False;107
112;17-12-2021;24-12-2021;GDO5SGO;1;350;False;False;108
113;17-12-2021;24-12-2021;GDCSXPY;6;100;False;False;109
114;17-12-2021;24-12-2021;GDFCBBN;6;450;False;False;110
115;20-12-2021;24-12-2021;GDEOEYL;2;0;False;False;111
116;25-12-2021;25-12-2021;GDZSFAE;4;0;False;False;112
117;22-12-2021;25-12-2021;GDNLA5Q;1;400;False;False;113
118;19-12-2021;25-12-2021;GDW2NGW;4;650;False;False;114
119;18-12-2021;25-12-2021;GDIAC5X;5;250;False;False;115
120;23-12-2021;25-12-2021;GDUPI9H;3;200;False;False;116
121;20-12-2021;26-12-2021;GD8BQ9P;4;550;False;False;117
122;19-12-2021;26-12-2021;GDJ76J2;1;100;False;False;118
123;25-12-2021;26-12-2021;GD12BIP;1;0;False;False;119
124;23-12-2021;26-12-2021;GD72RX2;0;300;False;False;120
125;24-12-2021;26-12-2021;GD4LUVE;7;350;False;False;121
126;19-12-2021;26-12-2021;GDOQ5V3;3;200;False;False;122
127;21-12-2021;27-12-2021;GDJNFQE;5;250;False;False;123
128;24-12-2021;27-12-2021;GD674QE;1;0;False;False;124
129;21-12-2021;27-12-2021;GDTC016;0;400;False;False;125
130;24-12-2021;27-12-2021;GDCI6CR;5;200;False;False;126
131;26-12-2021;27-12-2021;GDEOEYL;5;0;False;True;111
132;23-12-2021;27-12-2021;GDZSFAE;5;50;False;False;127
133;28-12-2021;28-12-2021;GD72RX2;7;0;False;True;120
134;25-12-2021;28-12-2021;GD3FP7C;2;350;False;False;128
135;28-12-2021;28-12-2021;GD4LUVE;7;100;True;False;129
136;24-12-2021;28-12-2021;GDKEYVP;6;250;False;False;130
137;24-12-2021;28-12-2021;GD4X78I;1;575;False;False;131
138;25-12-2021;28-12-2021;GD0V781;1;350;False;False;132
139;27-12-2021;29-12-2021;GDKEYVP;6;400;False;False;133
140;26-12-2021;29-12-2021;GD4IB7E;4;150;False;False;134
141;28-12-2021;29-12-2021;GD12BIP;5;0;False;True;119
142;27-12-2021;29-12-2021;GD3IF72;2;350;False;False;135
143;25-12-2021;29-12-2021;GD4LUVE;3;0;False;False;136
144;28-12-2021;29-12-2021;GDL9AKL;5;0;False;False;137
145;26-12-2021;30-12-2021;GDRBCT6;0;0;False;False;138
146;30-12-2021;30-12-2021;GDIAC5X;3;450;False;False;139
147;29-12-2021;30-12-2021;GDA0ZCN;4;400;False;False;140
148;28-12-2021;30-12-2021;GDX5903;1;350;False;False;141
149;25-12-2021;30-12-2021;GDAVP3S;7;150;False;False;142
150;30-12-2021;31-12-2021;GDYAE4G;5;450;False;False;143
151;25-12-2021;31-12-2021;GDL9AKL;5;250;False;False;144
152;27-12-2021;31-12-2021;GD7QL4E;1;0;False;False;145
153;31-12-2021;31-12-2021;GD4LS7U;5;400;False;False;146
154;31-12-2021;31-12-2021;GD7LN7O;1;0;False;False;147
155;31-12-2021;31-12-2021;GDX5903;2;0;False;True;141
156;31-12-2021;01-01-2022;GD0V781;5;0;False;True;132
157;31-12-2021;01-01-2022;GDAVP3S;2;500;False;False;148
158;01-01-2022;01-01-2022;GDDSB7Y;4;0;False;False;149
159;28-12-2021;01-01-2022;GDRBL87;2;500;False;False;150
160;31-12-2021;01-01-2022;GDL9AKL;0;0;False;True;144
161;26-12-2021;02-01-2022;GDH7DWG;7;200;True;False;151
162;02-01-2022;02-01-2022;GDYAE4G;0;200;False;False;152
163;26-12-2021;02-01-2022;GD7QL4E;7;200;False;False;153
164;28-12-2021;02-01-2022;GDE7GMO;4;100;False;False;154
165;29-12-2021;03-01-2022;GD4ZS6H;6;100;False;False;155
166;01-01-2022;03-01-2022;GDOTA1G;1;0;False;False;156
167;03-01-2022;03-01-2022;GDUJWXP;7;500;False;False;157
168;27-12-2021;03-01-2022;GD4LUVE;6;300;False;False;158
169;04-01-2022;04-01-2022;GDEUENV;5;0;False;False;159
170;03-01-2022;04-01-2022;GD1TXI2;0;300;False;False;160
171;01-01-2022;04-01-2022;GDGDHT8;3;250;False;False;161
172;28-12-2021;04-01-2022;GDSSVKS;7;150;False;False;162
173;29-12-2021;04-01-2022;GDBIF9X;7;300;False;False;163
174;04-01-2022;04-01-2022;GD4IB7E;2;100;False;False;164
175;05-01-2022;05-01-2022;GD5GC0N;7;200;False;False;165
176;30-12-2021;05-01-2022;GDQB2WJ;5;450;False;False;166
177;03-01-2022;05-01-2022;GD3FP7C;4;100;False;False;167
178;01-01-2022;05-01-2022;GDFBC3U;7;100;False;False;168
179;31-12-2021;06-01-2022;GDRGLWX;4;450;False;False;169
180;31-12-2021;06-01-2022;GDZD4YJ;4;550;False;False;170
181;06-01-2022;06-01-2022;GDGM9RM;0;0;False;False;171
182;02-01-2022;06-01-2022;GDSGKX9;0;200;False;False;172
183;05-01-2022;07-01-2022;GD6PDJP;2;200;False;False;173
184;05-01-2022;07-01-2022;GDSSVKS;6;100;False;False;174
185;07-01-2022;07-01-2022;GD3IF72;2;150;False;False;175
186;07-01-2022;07-01-2022;GDY07FG;1;350;False;False;176
187;03-01-2022;07-01-2022;GDHAHH2;3;0;False;False;177
188;07-01-2022;08-01-2022;GDI193N;6;300;False;False;178
189;07-01-2022;08-01-2022;GD3IF72;4;0;False;True;175
190;05-01-2022;08-01-2022;GDSF414;3;150;False;False;179
191;05-01-2022;08-01-2022;GDC4X93;6;450;False;False;180
192;08-01-2022;09-01-2022;GDEUENV;0;0;False;False;181
193;05-01-2022;09-01-2022;GDE7GMO;2;150;False;False;182
194;03-01-2022;09-01-2022;GDVFF65;5;350;False;False;183
195;09-01-2022;09-01-2022;GDRGLWX;0;0;False;True;169
196;07-01-2022;10-01-2022;GD4MYQE;3;0;False;False;184
197;05-01-2022;10-01-2022;GDKEYVP;3;400;False;False;185
198;08-01-2022;10-01-2022;GDLLB28;2;0;False;False;186
199;06-01-2022;10-01-2022;GDQB2WJ;6;150;False;False;187
200;08-01-2022;10-01-2022;GDDWYGQ;6;150;False;False;188
201;11-01-2022;11-01-2022;GDQB2WJ;4;0;False;False;189
202;06-01-2022;11-01-2022;GDQPTNO;6;100;False;False;190
203;07-01-2022;11-01-2022;GDXDUFY;5;300;False;False;191
204;04-01-2022;11-01-2022;GDNPJJZ;5;200;False;False;192
205;05-01-2022;12-01-2022;GD4X78I;6;400;False;False;193
206;11-01-2022;12-01-2022;GDC4X93;1;0;False;True;180
207;09-01-2022;12-01-2022;GDUJWXP;7;350;False;False;194
208;09-01-2022;12-01-2022;GDERV2K;7;400;False;False;195
209;11-01-2022;12-01-2022;GDHGE6B;0;150;False;False;196
210;08-01-2022;13-01-2022;GDDSB7Y;3;0;False;False;197
211;09-01-2022;13-01-2022;GDFET6V;1;0;False;False;198
212;09-01-2022;13-01-2022;GDDSB7Y;4;0;False;False;199
213;06-01-2022;13-01-2022;GDOBCBV;1;450;False;False;200
214;07-01-2022;13-01-2022;GDRBCT6;5;200;False;False;201
215;14-01-2022;14-01-2022;GDRBCT6;0;150;False;False;202
216;09-01-2022;14-01-2022;GDQGF24;3;200;True;False;203
217;13-01-2022;14-01-2022;GD2LZD1;2;350;True;False;204
218;12-01-2022;14-01-2022;GD4VPA8;5;50;False;False;205
219;13-01-2022;14-01-2022;GDCSXPY;4;400;False;False;206
220;08-01-2022;15-01-2022;GDLUJQV;7;0;False;False;207
221;10-01-2022;15-01-2022;GDI193N;0;0;False;False;208
222;10-01-2022;15-01-2022;GD4AZ3Q;7;400;False;False;209
223;13-01-2022;15-01-2022;GDQPTNO;2;0;False;False;210
224;10-01-2022;16-01-2022;GD2LZD1;2;0;False;False;211
225;15-01-2022;16-01-2022;GDJKY7X;2;0;False;False;212
226;14-01-2022;16-01-2022;GDHGZME;6;100;False;False;213
227;12-01-2022;16-01-2022;GDVLXBG;1;0;False;False;214
228;10-01-2022;16-01-2022;GDO5SGO;2;350;False;False;215
229;16-01-2022;16-01-2022;GDW2NGW;4;300;True;False;216
230;12-01-2022;17-01-2022;GDLZS5D;7;150;False;False;217
231;17-01-2022;17-01-2022;GDSSVKS;4;450;False;False;218
232;14-01-2022;17-01-2022;GD22TAD;6;100;False;False;219
233;16-01-2022;17-01-2022;GDSSVKS;5;600;False;False;220
234;10-01-2022;17-01-2022;GDTPV6N;3;0;False;False;221
235;18-01-2022;18-01-2022;GDZD4YJ;7;350;False;False;222
236;13-01-2022;18-01-2022;GDFBC3U;3;150;False;False;223
237;17-01-2022;18-01-2022;GD5CDFN;5;300;False;False;224
238;14-01-2022;18-01-2022;GDVUJQP;2;100;False;False;225
239;17-01-2022;18-01-2022;GDCK3RP;7;200;False;False;226
240;12-01-2022;18-01-2022;GDIRLL9;4;500;False;False;227
241;13-01-2022;19-01-2022;GDVIIQY;5;0;False;False;228
242;18-01-2022;19-01-2022;GD7QL4E;1;0;False;False;229
243;16-01-2022;19-01-2022;GD5CDFN;7;350;False;False;230
244;19-01-2022;19-01-2022;GDLP7W1;7;300;False;False;231
245;18-01-2022;19-01-2022;GDHAHH2;4;0;False;False;232
246;16-01-2022;19-01-2022;GD5CDFN;2;0;False;True;224
247;19-01-2022;20-01-2022;GD2IXLH;3;0;False;False;233
248;19-01-2022;20-01-2022;GDRDCT6;6;0;False;False;234
249;18-01-2022;20-01-2022;GDIAC5X;3;100;False;False;235
250;16-01-2022;20-01-2022;GDLEAAN;3;350;False;False;236
251;18-01-2022;20-01-2022;GDI3NKZ;1;450;False;False;237
252;16-01-2022;21-01-2022;GDHAHH2;3;300;False;False;238
253;15-01-2022;21-01-2022;GD6PDJP;6;0;False;False;239
254;20-01-2022;21-01-2022;GDCSXPY;1;0;True;False;240
255;17-01-2022;21-01-2022;GDRGLWX;4;500;False;False;241
256;15-01-2022;21-01-2022;GDZ3XVE;0;450;False;False;242
257;15-01-2022;22-01-2022;GDQB2WJ;5;200;False;False;243
258;18-01-2022;22-01-2022;GDQ0Y8B;6;250;False;False;244
259;15-01-2022;22-01-2022;GDS3Y9P;6;400;False;False;245
260;19-01-2022;22-01-2022;GDCQAKA;6;800;False;False;246
261;21-01-2022;23-01-2022;GD2IXLH;0;100;False;False;247
262;22-01-2022;23-01-2022;GDLT661;0;200;False;False;248
263;21-01-2022;23-01-2022;GD2Y78N;7;0;False;False;249
264;23-01-2022;23-01-2022;GDHAHH2;6;0;False;True;232
265;22-01-2022;24-01-2022;GDQPTNO;2;150;False;False;250
266;21-01-2022;24-01-2022;GD35Z12;0;250;False;False;251
267;21-01-2022;24-01-2022;GDE7GMO;5;100;False;False;252
268;20-01-2022;24-01-2022;GD2IXLH;4;250;False;False;253
269;25-01-2022;25-01-2022;GDHRHK6;0;0;False;False;254
270;24-01-2022;25-01-2022;GD2LZD1;5;300;False;False;255
271;19-01-2022;25-01-2022;GDUC07C;6;550;False;False;256
272;22-01-2022;25-01-2022;GDFET6V;6;550;False;False;257
273;21-01-2022;25-01-2022;GDEWAVJ;7;250;False;False;258
274;21-01-2022;26-01-2022;GDJUIRM;4;250;False;False;259
275;19-01-2022;26-01-2022;GDWN27I;6;100;False;False;260
276;25-01-2022;26-01-2022;GDMJ3L4;6;100;False;False;261
277;25-01-2022;26-01-2022;GDI3NKZ;6;500;False;False;262
278;22-01-2022;26-01-2022;GDYGEGK;0;250;False;False;263
279;21-01-2022;27-01-2022;GDZGZI0;0;0;False;False;264
280;21-01-2022;27-01-2022;GDNSGWH;4;0;False;False;265
281;23-01-2022;27-01-2022;GDKEYVP;4;0;False;False;266
282;22-01-2022;27-01-2022;GDQB2WJ;4;250;False;False;267
283;20-01-2022;27-01-2022;GDRCI78;6;450;False;False;268
284;22-01-2022;28-01-2022;GDZGZI0;7;150;False;False;269
285;26-01-2022;28-01-2022;GD4AZ3Q;5;600;False;False;270
286;28-01-2022;28-01-2022;GDOVDR6;5;150;False;False;271
287;22-01-2022;28-01-2022;GD0J8YL;4;250;False;False;272
288;22-01-2022;28-01-2022;GD72RX2;4;100;False;False;273
289;26-01-2022;28-01-2022;GDCK3RP;0;300;False;False;274
290;22-01-2022;29-01-2022;GDLP7W1;2;500;False;False;275
291;28-01-2022;29-01-2022;GDTGPHC;6;150;False;False;276
292;28-01-2022;29-01-2022;GDC4X93;2;0;False;False;277
293;25-01-2022;29-01-2022;GD0LN28;1;250;False;False;278
294;22-01-2022;29-01-2022;GDLLB28;4;450;False;False;279
295;28-01-2022;29-01-2022;GDRCI78;0;100;False;False;280
296;30-01-2022;30-01-2022;GD2IXLH;0;250;False;False;281
297;24-01-2022;30-01-2022;GDY07FG;6;200;False;False;282
298;26-01-2022;30-01-2022;GDLP7W1;3;500;False;False;283
299;30-01-2022;30-01-2022;GD4AZ3Q;3;0;False;False;284
300;24-01-2022;30-01-2022;GDP1GIO;7;0;False;False;285
301;27-01-2022;30-01-2022;GD5CDFN;1;150;False;False;286
302;31-01-2022;31-01-2022;GDZGZI0;6;0;False;True;269
303;25-01-2022;31-01-2022;GDO88NQ;1;400;False;False;287
304;24-01-2022;31-01-2022;GD4X78I;0;150;False;False;288
305;31-01-2022;31-01-2022;GD2IXLH;6;0;False;True;281
306;30-01-2022;31-01-2022;GDI3NKZ;5;600;False;False;289
307;31-01-2022;31-01-2022;GDUJWXP;7;0;True;False;290
308;25-01-2022;01-02-2022;GD6V9ZS;5;550;False;False;291
309;01-02-2022;01-02-2022;GD6V9ZS;3;200;False;False;292
310;28-01-2022;01-02-2022;GDPNDAO;1;150;False;False;293
311;25-01-2022;01-02-2022;GDIRLL9;2;0;False;False;294
312;25-01-2022;01-02-2022;GDXDUFY;5;150;False;False;295
313;28-01-2022;02-02-2022;GDNQMWX;4;350;False;False;296
314;28-01-2022;02-02-2022;GDUPI9H;6;300;False;False;297
315;27-01-2022;02-02-2022;GDS3Y9P;6;200;False;False;298
316;27-01-2022;02-02-2022;GD8TYQ0;7;300;False;False;299
317;26-01-2022;02-02-2022;GDGZZFS;1;300;False;False;300
318;02-02-2022;03-02-2022;GDQ158S;1;300;False;False;301
319;03-02-2022;03-02-2022;GDUJWXP;7;0;False;True;290
320;27-01-2022;03-02-2022;GDH3KUS;0;300;False;False;302
321;27-01-2022;03-02-2022;GDQGDET;6;400;False;False;303
322;01-02-2022;03-02-2022;GD57VK4;0;300;False;False;304
323;03-02-2022;03-02-2022;GDS0J5M;6;150;False;False;305
324;03-02-2022;04-02-2022;GDUPI9H;6;0;False;True;297
325;31-01-2022;04-02-2022;GDN3MV4;7;0;False;False;306
326;04-02-2022;04-02-2022;GDNPJJZ;3;0;False;False;307
327;01-02-2022;04-02-2022;GD22TAD;3;700;False;False;308
328;28-01-2022;04-02-2022;GD4ZS6H;1;0;False;False;309
329;02-02-2022;05-02-2022;GDMP9ZI;0;0;False;False;310
330;30-01-2022;05-02-2022;GDIRLL9;4;300;False;False;311
331;02-02-2022;05-02-2022;GDUPI9H;0;0;False;True;297
332;05-02-2022;05-02-2022;GDOYFUJ;7;400;False;False;312
333;02-02-2022;06-02-2022;GDRVRLI;1;0;False;False;313
334;01-02-2022;06-02-2022;GDHGE6B;6;0;False;False;314
335;01-02-2022;06-02-2022;GDUC07C;2;300;False;False;315
336;05-02-2022;06-02-2022;GDEOEYL;2;300;False;False;316
337;03-02-2022;06-02-2022;GDLT661;7;350;False;False;317
338;01-02-2022;06-02-2022;GDLLB28;5;250;False;False;318
339;02-02-2022;07-02-2022;GDZ3XVE;2;350;False;False;319
340;02-02-2022;07-02-2022;GDSSVKS;6;300;False;False;320
341;05-02-2022;07-02-2022;GD72RX2;4;400;True;False;321
342;04-02-2022;07-02-2022;GDCI6CR;6;300;False;False;322
343;03-02-2022;07-02-2022;GDS0J5M;6;200;False;False;323
344;04-02-2022;07-02-2022;GDEKSEI;5;250;False;False;324
345;08-02-2022;08-02-2022;GDYWMWO;1;200;False;False;325
346;01-02-2022;08-02-2022;GDIMJDF;3;0;False;False;326
347;04-02-2022;08-02-2022;GDX0EC1;7;100;False;False;327
348;07-02-2022;08-02-2022;GDYAE4G;0;0;False;False;328
349;07-02-2022;09-02-2022;GDLUJQV;2;250;False;False;329
350;03-02-2022;09-02-2022;GD72RX2;4;0;False;False;330
351;09-02-2022;09-02-2022;GDP1GIO;6;100;False;False;331
352;07-02-2022;09-02-2022;GDYWMWO;7;0;False;False;332
353;04-02-2022;09-02-2022;GD8D6Q5;3;700;False;False;333
354;07-02-2022;09-02-2022;GDIMJDF;5;0;False;True;326
355;10-02-2022;10-02-2022;GDUPI9H;4;0;False;False;334
356;06-02-2022;10-02-2022;GD3IF72;3;0;False;False;335
357;04-02-2022;10-02-2022;GDEKSEI;1;300;False;False;336
358;03-02-2022;10-02-2022;GD7LN7O;4;450;False;False;337
359;06-02-2022;10-02-2022;GDUJWXP;3;150;False;False;338
360;09-02-2022;11-02-2022;GDQ0Y8B;3;350;False;False;339
361;06-02-2022;11-02-2022;GDRVRLI;5;250;False;False;340
362;05-02-2022;11-02-2022;GDHGZME;1;350;False;False;341
363;09-02-2022;11-02-2022;GD6V9ZS;1;300;False;False;342
364;11-02-2022;11-02-2022;GDPH3V2;4;300;False;False;343
365;04-02-2022;11-02-2022;GDD40IT;1;0;False;False;344
366;08-02-2022;12-02-2022;GDYWMWO;2;450;False;False;345
367;09-02-2022;12-02-2022;GDHGE6B;7;400;False;False;346
368;09-02-2022;12-02-2022;GDQ0Y8B;7;0;False;True;339
369;09-02-2022;12-02-2022;GDMJ3L4;6;350;False;False;347
370;13-02-2022;13-02-2022;GDVIIQY;6;250;False;False;348
371;10-02-2022;13-02-2022;GDGZZFS;2;650;False;False;349
372;10-02-2022;13-02-2022;GDIVGZ6;0;250;False;False;350
373;06-02-2022;13-02-2022;GD52KK7;7;400;False;False;351
374;09-02-2022;14-02-2022;GDQZTKF;7;100;False;False;352
375;13-02-2022;14-02-2022;GDMP9ZI;0;300;False;False;353
376;14-02-2022;14-02-2022;GDHGE6B;4;0;False;True;346
377;07-02-2022;14-02-2022;GDLP7W1;2;0;False;False;354
378;13-02-2022;14-02-2022;GDEUENV;7;350;False;False;355
379;12-02-2022;14-02-2022;GDU4E51;4;100;False;False;356
380;13-02-2022;15-02-2022;GDZSFAE;5;0;False;False;357
381;10-02-2022;15-02-2022;GDSGKX9;5;100;False;False;358
382;13-02-2022;15-02-2022;GD52KK7;4;50;False;False;359
383;11-02-2022;15-02-2022;GDWOOY2;5;0;False;False;360
384;15-02-2022;15-02-2022;GDSSVKS;4;150;False;False;361
385;12-02-2022;15-02-2022;GD8P95Z;2;0;True;False;362
386;13-02-2022;16-02-2022;GDVIIQY;6;100;False;False;363
387;09-02-2022;16-02-2022;GD4MYQE;5;500;True;False;364
388;15-02-2022;16-02-2022;GDVLXBG;2;300;False;False;365
389;13-02-2022;16-02-2022;GDAVP3S;7;0;False;False;366
390;16-02-2022;16-02-2022;GD8D6Q5;0;300;False;False;367
391;14-02-2022;17-02-2022;GDGGQTH;5;400;False;False;368
392;12-02-2022;17-02-2022;GDLP7W1;6;250;False;False;369
393;11-02-2022;17-02-2022;GDL9AKL;3;600;True;False;370
394;14-02-2022;17-02-2022;GDKEYVP;6;0;False;False;371
395;14-02-2022;17-02-2022;GD2XPQM;3;0;False;False;372
396;11-02-2022;17-02-2022;GDNLA5Q;3;100;False;False;373
397;15-02-2022;18-02-2022;GDIMCCV;2;150;False;False;374
398;12-02-2022;18-02-2022;GD5CDFN;6;500;False;False;375
399;18-02-2022;18-02-2022;GD4LS7U;7;250;False;False;376
400;16-02-2022;18-02-2022;GD8P95Z;3;0;False;True;362
401;15-02-2022;19-02-2022;GDDGQ5H;0;600;False;False;377
402;19-02-2022;19-02-2022;GDKEYVP;0;0;False;True;371
403;15-02-2022;19-02-2022;GDGZZFS;2;550;False;False;378
404;12-02-2022;19-02-2022;GD1H6PW;0;300;False;False;379
405;16-02-2022;19-02-2022;GDTGPHC;3;650;False;False;380
406;14-02-2022;20-02-2022;GDHGZME;5;100;False;False;381
407;13-02-2022;20-02-2022;GD4LS7U;7;150;False;False;382
408;18-02-2022;20-02-2022;GDV19VD;4;500;False;False;383
409;17-02-2022;20-02-2022;GDS3Y9P;4;400;False;False;384
